Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kanton;E;N;Sprache;Validity;Bezirks-nummer;Bezirksname;Einwohner;Einwohnerdichte;Fahrraddiebstahl_pro1000Einwohner
Thierachern;3634;0;Thierachern;941;BE;7.571043521;46.7499275;de;01.07.2008;247;Thun;109442;339.9;3.73
Uebeschi;3635;0;Thierachern;941;BE;7.545248503;46.7504163;de;01.07.2008;247;Thun;109442;339.9;3.73
Laengenbuehl;3636;0;Thierachern;941;BE;7.548923417;46.75611545;de;01.07.2008;247;Thun;109442;339.9;3.73
Thun;3600;0;Thun;942;BE;7.623707098;46.7555245;de;01.07.2008;247;Thun;109442;339.9;3.73
Thun;3603;0;Thun;942;BE;7.600145159;46.7620422;de;01.07.2008;247;Thun;109442;339.9;3.73
Thun;3604;0;Thun;942;BE;7.617493005;46.74051436;de;01.07.2008;247;Thun;109442;339.9;3.73
Thun;3608;0;Thun;942;BE;7.598845359;46.73993775;de;01.07.2008;247;Thun;109442;339.9;3.73
Steffisburg;3612;0;Thun;942;BE;7.640400557;46.76573874;de;01.07.2008;247;Thun;109442;339.9;3.73
Goldiwil (Thun);3624;0;Thun;942;BE;7.667465479;46.76020237;de;01.07.2008;247;Thun;109442;339.9;3.73
Huenibach;3626;0;Thun;942;BE;7.648682525;46.74892575;de;01.07.2008;247;Thun;109442;339.9;3.73
Gwatt (Thun);3645;0;Thun;942;BE;7.620790563;46.72406895;de;01.07.2008;247;Thun;109442;339.9;3.73
Hoefen b. Thun;3631;0;Uebeschi;943;BE;7.544556765;46.72962612;de;01.07.2008;247;Thun;109442;339.9;3.73
Uebeschi;3635;0;Uebeschi;943;BE;7.549231791;46.74008555;de;01.07.2008;247;Thun;109442;339.9;3.73
Uetendorf;3661;0;Uetendorf;944;BE;7.577205463;46.77583;de;01.07.2008;247;Thun;109442;339.9;3.73
Unterlangenegg;3614;0;Unterlangenegg;945;BE;7.69187916;46.79999707;de;01.07.2008;247;Thun;109442;339.9;3.73
Schwarzenegg;3616;0;Unterlangenegg;945;BE;7.71590546;46.80095454;de;01.07.2008;247;Thun;109442;339.9;3.73
Suederen;3618;0;Wachseldorn;946;BE;7.737333576;46.81883463;de;01.07.2008;247;Thun;109442;339.9;3.73
Laengenbuehl;3636;0;Forst-Laengenbuehl;948;BE;7.538301724;46.7581795;de;01.07.2008;247;Thun;109442;339.9;3.73
Forst b. Laengenbuehl;3636;2;Forst-Laengenbuehl;948;BE;7.52459825;46.76473551;de;01.07.2008;247;Thun;109442;339.9;3.73
Gurzelen;3663;0;Forst-Laengenbuehl;948;BE;7.52274632;46.77183379;de;01.07.2008;247;Thun;109442;339.9;3.73
Wattenwil;3665;0;Forst-Laengenbuehl;948;BE;7.520958649;46.77256974;de;01.07.2008;247;Thun;109442;339.9;3.73
Kaltacker;3413;0;Affoltern im Emmental;951;BE;7.701030873;47.07701265;de;01.07.2008;245;Emmental;99561;144.2;3.68
Affoltern im Emmental;3416;0;Affoltern im Emmental;951;BE;7.724288776;47.06810628;de;01.07.2008;245;Emmental;99561;144.2;3.68
Rueegsbach;3418;0;Affoltern im Emmental;951;BE;7.716814908;47.05541154;de;01.07.2008;245;Emmental;99561;144.2;3.68
Weier im Emmental;3462;0;Affoltern im Emmental;951;BE;7.750933076;47.06288294;de;01.07.2008;245;Emmental;99561;144.2;3.68
Haeusernmoos im Emmental;3463;0;Affoltern im Emmental;951;BE;7.743127057;47.07812256;de;01.07.2008;245;Emmental;99561;144.2;3.68
Schmidigen-Muehleweg;3464;0;Affoltern im Emmental;951;BE;7.745508388;47.08648318;de;01.07.2008;245;Emmental;99561;144.2;3.68
Haeusernmoos im Emmental;3463;0;Duerrenroth;952;BE;7.750045189;47.08208217;de;01.07.2008;245;Emmental;99561;144.2;3.68
Schmidigen-Muehleweg;3464;0;Duerrenroth;952;BE;7.748370227;47.08976575;de;01.07.2008;245;Emmental;99561;144.2;3.68
Duerrenroth;3465;0;Duerrenroth;952;BE;7.784820301;47.08016956;de;01.07.2008;245;Emmental;99561;144.2;3.68
Walterswil BE;4942;0;Duerrenroth;952;BE;7.77448984;47.09088723;de;01.07.2008;245;Emmental;99561;144.2;3.68
Huttwil;4950;0;Eriswil;953;BE;7.852755568;47.09091551;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Eriswil;4952;0;Eriswil;953;BE;7.859158604;47.06937202;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Rohrbachgraben;4938;2;Huttwil;954;BE;7.810811794;47.10102946;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Huttwil;4950;0;Huttwil;954;BE;7.852270414;47.11019477;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Eriswil;4952;0;Huttwil;954;BE;7.870506631;47.08946773;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Schwarzenbach (Huttwil);4953;0;Huttwil;954;BE;7.826901879;47.10559659;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Oberburg;3414;0;Luetzelflueh;955;BE;7.594865134;47.00017754;de;01.07.2008;245;Emmental;99561;144.2;3.68
Rueegsauschachen;3415;3;Luetzelflueh;955;BE;7.666468671;47.01413257;de;01.07.2008;245;Emmental;99561;144.2;3.68
Rueegsbach;3418;0;Luetzelflueh;955;BE;7.713300065;47.04388344;de;01.07.2008;245;Emmental;99561;144.2;3.68
Biembach im Emmental;3419;0;Luetzelflueh;955;BE;7.59902241;46.99352538;de;01.07.2008;245;Emmental;99561;144.2;3.68
Luetzelflueh-Goldbach;3432;0;Luetzelflueh;955;BE;7.684723441;47.00636747;de;01.07.2008;245;Emmental;99561;144.2;3.68
Schwanden im Emmental;3433;0;Luetzelflueh;955;BE;7.68022613;46.97576146;de;01.07.2008;245;Emmental;99561;144.2;3.68
Obergoldbach;3434;0;Luetzelflueh;955;BE;7.666070115;46.96644337;de;01.07.2008;245;Emmental;99561;144.2;3.68
Ramsei;3435;0;Luetzelflueh;955;BE;7.709381333;46.99994704;de;01.07.2008;245;Emmental;99561;144.2;3.68
Ranflueh;3439;0;Luetzelflueh;955;BE;7.746028627;46.98918248;de;01.07.2008;245;Emmental;99561;144.2;3.68
Gruenenmatt;3452;0;Luetzelflueh;955;BE;7.728772398;47.00967628;de;01.07.2008;245;Emmental;99561;144.2;3.68
Heimisbach;3453;0;Luetzelflueh;955;BE;7.745913072;47.0044134;de;01.07.2008;245;Emmental;99561;144.2;3.68
Sumiswald;3454;0;Luetzelflueh;955;BE;7.718921086;47.04288737;de;01.07.2008;245;Emmental;99561;144.2;3.68
Trachselwald;3456;0;Luetzelflueh;955;BE;7.737050262;47.0148097;de;01.07.2008;245;Emmental;99561;144.2;3.68
Rueegsauschachen;3415;3;Rueegsau;956;BE;7.656604626;47.02291589;de;01.07.2008;245;Emmental;99561;144.2;3.68
Affoltern im Emmental;3416;0;Rueegsau;956;BE;7.710551923;47.06595262;de;01.07.2008;245;Emmental;99561;144.2;3.68
Rueegsau;3417;0;Rueegsau;956;BE;7.681230385;47.02772721;de;01.07.2008;245;Emmental;99561;144.2;3.68
Rueegsbach;3418;0;Rueegsau;956;BE;7.699068132;47.04726697;de;01.07.2008;245;Emmental;99561;144.2;3.68
Sumiswald;3454;0;Rueegsau;956;BE;7.724420785;47.04153988;de;01.07.2008;245;Emmental;99561;144.2;3.68
Affoltern im Emmental;3416;0;Sumiswald;957;BE;7.728862383;47.05044487;de;01.07.2008;245;Emmental;99561;144.2;3.68
Sumiswald;3454;0;Sumiswald;957;BE;7.743434655;47.03649625;de;01.07.2008;245;Emmental;99561;144.2;3.68
Gruenen;3455;0;Sumiswald;957;BE;7.738080607;47.02173117;de;01.07.2008;245;Emmental;99561;144.2;3.68
Wasen im Emmental;3457;0;Sumiswald;957;BE;7.840067443;47.02941213;de;01.07.2008;245;Emmental;99561;144.2;3.68
Weier im Emmental;3462;0;Sumiswald;957;BE;7.768580363;47.06107794;de;01.07.2008;245;Emmental;99561;144.2;3.68
Eriswil;4952;0;Sumiswald;957;BE;7.868109306;47.04523053;de;01.07.2008;245;Emmental;99561;144.2;3.68
Wyssachen;4954;0;Sumiswald;957;BE;7.800082207;47.05906327;de;01.07.2008;245;Emmental;99561;144.2;3.68
Heimisbach;3453;0;Trachselwald;958;BE;7.781153778;47.00929987;de;01.07.2008;245;Emmental;99561;144.2;3.68
Trachselwald;3456;0;Trachselwald;958;BE;7.747387384;47.01401462;de;01.07.2008;245;Emmental;99561;144.2;3.68
Oberfrittenbach;3551;0;Trachselwald;958;BE;7.806308541;46.99841309;de;01.07.2008;245;Emmental;99561;144.2;3.68
Haeusernmoos im Emmental;3463;0;Walterswil (BE);959;BE;7.762307526;47.09353488;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Schmidigen-Muehleweg;3464;0;Walterswil (BE);959;BE;7.73997876;47.09346804;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Rohrbachgraben;4938;2;Walterswil (BE);959;BE;7.790934353;47.11234401;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Walterswil BE;4942;0;Walterswil (BE);959;BE;7.773748074;47.10517816;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Oeschenbach;4943;0;Walterswil (BE);959;BE;7.748464303;47.09916694;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Wasen im Emmental;3457;0;Wyssachen;960;BE;7.817903355;47.05622178;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Schwarzenbach (Huttwil);4953;0;Wyssachen;960;BE;7.814727145;47.09160915;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Wyssachen;4954;0;Wyssachen;960;BE;7.820756202;47.07426654;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Attiswil;4536;0;Attiswil;971;BE;7.607975903;47.25041213;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Berken;3376;2;Berken;972;BE;7.704343769;47.22533341;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Bettenhausen;3366;0;Bettenhausen;973;BE;7.709600481;47.17402008;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Bollodingen;3366;2;Bettenhausen;973;BE;7.704470715;47.16524863;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Farnern;4539;2;Farnern;975;BE;7.607352169;47.26969339;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Graben;3376;0;Graben;976;BE;7.72041759;47.2179058;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Wanzwil;3372;0;Heimenhausen;977;BE;7.690842393;47.19870212;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Roethenbach Herzogenbuchsee;3373;0;Heimenhausen;977;BE;7.68266492;47.20560746;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Heimenhausen;3373;2;Heimenhausen;977;BE;7.695566595;47.2144571;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Herzogenbuchsee;3360;0;Herzogenbuchsee;979;BE;7.71324872;47.19510008;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Oberoenz;3363;0;Herzogenbuchsee;979;BE;7.688845956;47.17444586;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Inkwil;3375;0;Inkwil;980;BE;7.66282035;47.20189712;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Niederbipp;4704;0;Niederbipp;981;BE;7.701238883;47.26701203;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Wolfisberg;4704;2;Niederbipp;981;BE;7.657349728;47.27708873;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Niederoenz;3362;0;Niederoenz;982;BE;7.684279413;47.18832278;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Burgaeschi;4556;3;Niederoenz;982;BE;7.675327157;47.1745671;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Oberbipp;4538;0;Oberbipp;983;BE;7.673852553;47.25268743;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Ochlenberg;3367;2;Ochlenberg;985;BE;7.740353665;47.15215522;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Oschwand;3476;0;Ochlenberg;985;BE;7.721964317;47.13691765;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Rumisberg;4539;0;Rumisberg;987;BE;7.640208117;47.26897748;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Farnern;4539;2;Rumisberg;987;BE;7.623565219;47.27319175;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Grasswil;3365;0;Seeberg;988;BE;7.669132445;47.13960372;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Seeberg;3365;2;Seeberg;988;BE;7.665147849;47.15991064;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Rueedisbach;3474;0;Seeberg;988;BE;7.697373013;47.1360872;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Riedtwil;3475;0;Seeberg;988;BE;7.694356243;47.13988541;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Hermiswil;3475;1;Seeberg;988;BE;7.699145901;47.15549092;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Oschwand;3476;0;Seeberg;988;BE;7.715133143;47.12868516;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Oeschenbach;4943;0;Seeberg;988;BE;7.728295696;47.11345329;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Herzogenbuchsee;3360;0;Thoerigen;989;BE;7.716332201;47.1828883;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Thoerigen;3367;0;Thoerigen;989;BE;7.732847432;47.17543888;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Oschwand;3476;0;Thoerigen;989;BE;7.722809836;47.1588924;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Walliswil b. Niederbipp;3380;2;Walliswil bei Niederbipp;990;BE;7.695605561;47.23486829;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Walliswil b. Wangen;3377;0;Walliswil bei Wangen;991;BE;7.686122834;47.22773667;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Wangenried;3374;0;Wangen an der Aare;992;BE;7.661472388;47.21808095;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Wangen an der Aare;3380;0;Wangen an der Aare;992;BE;7.647496617;47.23164703;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Attiswil;4536;0;Wangen an der Aare;992;BE;7.62064258;47.23293896;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Wangen an der Aare;3380;0;Wiedlisbach;995;BE;7.659240213;47.23911424;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Wiedlisbach;4537;0;Wiedlisbach;995;BE;7.647549952;47.24736164;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Rumisberg;4539;0;Wiedlisbach;995;BE;7.633472103;47.25684567;de;01.07.2008;244;Oberaargau;84643;255.9;3.19
Wolhusen;6110;0;Doppleschwand;1001;LU;8.058444204;47.02874478;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Doppleschwand;6112;0;Doppleschwand;1001;LU;8.049501169;47.01000468;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Schachen LU;6105;0;Entlebuch;1002;LU;8.119344487;47.00716075;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Wolhusen;6110;0;Entlebuch;1002;LU;8.067942026;47.03108441;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Entlebuch;6162;0;Entlebuch;1002;LU;8.072025671;46.99083393;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Rengg;6162;2;Entlebuch;1002;LU;8.110363613;47.00390273;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Finsterwald b. Entlebuch;6162;3;Entlebuch;1002;LU;8.113368527;46.91590216;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Ebnet;6163;0;Entlebuch;1002;LU;8.085627737;47.02004429;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Hasle LU;6166;0;Entlebuch;1002;LU;8.016259494;46.97825445;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Schuepfheim;6170;0;Entlebuch;1002;LU;8.01572805;46.97308454;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Schuepfheim;6170;0;Fluehli;1004;LU;8.04165637;46.91327925;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Fluehli LU;6173;0;Fluehli;1004;LU;8.019786519;46.87913376;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Soerenberg;6174;0;Fluehli;1004;LU;8.003183977;46.81709679;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Wiggen;6192;0;Fluehli;1004;LU;7.97505248;46.86870367;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Schangnau;6197;0;Fluehli;1004;LU;7.968540639;46.79050902;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Entlebuch;6162;0;Hasle (LU);1005;LU;8.059205046;46.99374154;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Finsterwald b. Entlebuch;6162;3;Hasle (LU);1005;LU;8.103219872;46.9277208;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Hasle LU;6166;0;Hasle (LU);1005;LU;8.08312821;46.96085587;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Schuepfheim;6170;0;Hasle (LU);1005;LU;8.071027459;46.9228905;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Fontannen b. Wolhusen;6110;2;Romoos;1007;LU;7.968090375;47.02039933;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Romoos;6113;0;Romoos;1007;LU;8.004040042;47.0036928;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Hasle LU;6166;0;Romoos;1007;LU;8.028236435;46.99158211;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Bramboden;6167;0;Romoos;1007;LU;7.964414964;46.98847772;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Schuepfheim;6170;0;Romoos;1007;LU;7.973575968;46.97431373;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Schuepfheim;6170;0;Schuepfheim;1008;LU;8.005708998;46.94396447;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Schachen LU;6105;0;Werthenstein;1009;LU;8.132261484;47.03000957;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Werthenstein;6106;0;Werthenstein;1009;LU;8.107503771;47.04596153;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Wolhusen;6110;0;Werthenstein;1009;LU;8.071716202;47.05242805;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Trubschachen;3555;0;Escholzmatt-Marbach;1010;LU;7.869870609;46.88655144;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Schuepfheim;6170;0;Escholzmatt-Marbach;1010;LU;7.990549778;46.92490443;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Fluehli LU;6173;0;Escholzmatt-Marbach;1010;LU;8.008512322;46.91999849;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Escholzmatt;6182;0;Escholzmatt-Marbach;1010;LU;7.935835059;46.92795852;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Wiggen;6192;0;Escholzmatt-Marbach;1010;LU;7.947273989;46.87852784;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Marbach LU;6196;0;Escholzmatt-Marbach;1010;LU;7.908863417;46.85997326;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Schangnau;6197;0;Escholzmatt-Marbach;1010;LU;7.919370593;46.82504943;de;01.07.2008;316;Entlebuch;23969;56.5;1.66
Aesch LU;6287;0;Aesch (LU);1021;LU;8.24605647;47.25798053;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Inwil;6034;0;Ballwil;1023;LU;8.349493919;47.13940354;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Eschenbach LU;6274;0;Ballwil;1023;LU;8.336631242;47.1364828;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Ballwil;6275;0;Ballwil;1023;LU;8.332526933;47.15621008;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Emmenbruecke;6020;0;Emmen;1024;LU;8.261496403;47.0761705;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Rothenburg;6023;0;Emmen;1024;LU;8.247232018;47.08489158;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Emmen;6032;0;Emmen;1024;LU;8.309499503;47.08771672;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Neuenkirch;6206;0;Emmen;1024;LU;8.231789161;47.08786277;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Ermensee;6294;0;Ermensee;1025;LU;8.23676377;47.22442539;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Rain;6026;0;Eschenbach (LU);1026;LU;8.282795272;47.12772558;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Inwil;6034;0;Eschenbach (LU);1026;LU;8.337658423;47.11463277;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Eschenbach LU;6274;0;Eschenbach (LU);1026;LU;8.313883174;47.12526606;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Gelfingen;6284;0;Hitzkirch;1030;LU;8.274773022;47.20774996;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Sulz LU;6284;2;Hitzkirch;1030;LU;8.289021237;47.22205339;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Hitzkirch;6285;0;Hitzkirch;1030;LU;8.263821944;47.22391101;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Retschwil;6285;2;Hitzkirch;1030;LU;8.242473804;47.19915721;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Altwis;6286;0;Hitzkirch;1030;LU;8.251058072;47.24068729;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Schongau;6288;0;Hitzkirch;1030;LU;8.293238332;47.25077654;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Mueswangen;6289;0;Hitzkirch;1030;LU;8.295365436;47.23395968;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Haemikon;6289;2;Hitzkirch;1030;LU;8.274581996;47.24080091;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Haemikon;6289;2;Hitzkirch;1030;LU;8.300210039;47.24636295;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Mosen;6295;0;Hitzkirch;1030;LU;8.228733431;47.24099952;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Eschenbach LU;6274;0;Hochdorf;1031;LU;8.309161931;47.14489635;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Ballwil;6275;0;Hochdorf;1031;LU;8.307536724;47.15257601;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Hochdorf;6280;0;Hochdorf;1031;LU;8.285010649;47.16975687;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Urswil;6280;2;Hochdorf;1031;LU;8.286605276;47.14769756;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Baldegg;6283;0;Hochdorf;1031;LU;8.283401183;47.18436744;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Ballwil;6275;0;Hohenrain;1032;LU;8.334739416;47.16287716;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Hohenrain;6276;0;Hohenrain;1032;LU;8.3179994;47.17899009;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Kleinwangen;6277;0;Hohenrain;1032;LU;8.299911074;47.19753635;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Lieli LU;6277;2;Hohenrain;1032;LU;8.306229171;47.21269021;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Hochdorf;6280;0;Hohenrain;1032;LU;8.304023824;47.16795558;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Baldegg;6283;0;Hohenrain;1032;LU;8.275635213;47.19598071;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Inwil;6034;0;Inwil;1033;LU;8.363698359;47.12782426;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Gisikon;6038;0;Inwil;1033;LU;8.395844733;47.13361418;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Rain;6026;0;Rain;1037;LU;8.264704241;47.13295299;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Rain;6026;0;Roemerswil;1039;LU;8.255604157;47.14642642;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Roemerswil LU;6027;0;Roemerswil;1039;LU;8.249505221;47.1731618;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Herlisberg;6028;0;Roemerswil;1039;LU;8.229580415;47.19601415;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Hochdorf;6280;0;Roemerswil;1039;LU;8.271770091;47.16511739;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Urswil;6280;2;Roemerswil;1039;LU;8.274946905;47.14977335;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Baldegg;6283;0;Roemerswil;1039;LU;8.264288609;47.17804228;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Rothenburg;6023;0;Rothenburg;1040;LU;8.267161021;47.10330668;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Rain;6026;0;Rothenburg;1040;LU;8.283022058;47.11847278;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Neuenkirch;6206;0;Rothenburg;1040;LU;8.231488769;47.09923752;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Aesch LU;6287;0;Schongau;1041;LU;8.24672948;47.26652759;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Schongau;6288;0;Schongau;1041;LU;8.271542239;47.26710388;de;01.07.2008;313;Hochdorf;76685;432.3;2.01
Ebikon;6030;0;Adligenswil;1051;LU;8.355642876;47.0781503;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Adligenswil;6043;0;Adligenswil;1051;LU;8.368391668;47.07173164;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Ebikon;6030;0;Buchrain;1052;LU;8.346993041;47.09025629;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Buchrain;6033;0;Buchrain;1052;LU;8.346668881;47.10199057;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Perlen;6035;0;Buchrain;1052;LU;8.355597671;47.10892262;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Dierikon;6036;0;Dierikon;1053;LU;8.373694008;47.09370592;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Root;6037;0;Dierikon;1053;LU;8.368557372;47.10225936;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Luzern;6004;0;Ebikon;1054;LU;8.303032935;47.06600604;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Luzern;6006;0;Ebikon;1054;LU;8.315363634;47.06797855;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Emmenbruecke;6020;0;Ebikon;1054;LU;8.298709513;47.06727713;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Ebikon;6030;0;Ebikon;1054;LU;8.342887094;47.08093853;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Emmen;6032;0;Ebikon;1054;LU;8.31649493;47.07956978;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Gisikon;6038;0;Gisikon;1055;LU;8.400156357;47.12688385;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Weggis;6353;0;Greppen;1056;LU;8.440734555;47.05161028;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Greppen;6404;0;Greppen;1056;LU;8.439073468;47.05631753;de;01.07.2008;312;Luzern-Land;110302;588;1.44
Gisikon;6038;0;Honau;1057;LU;8.408627581;47.12820744;de;01.07.2008;312;Luzern-Land;110302;588;1.44
